iata,name,country,latitude,longitude
IXG,Belagavi Airport,IN,15.859300,74.618301
IXI,Lilabari North Lakhimpur Airport,IN,27.295682,94.097266
IXJ,Jammu Airport,IN,32.688849,74.838152
IXK,Keshod Airport,IN,21.317101,70.270401
IXL,Leh Kushok Bakula Rimpochee Airport,IN,34.135899,77.546501
IXM,Madurai Airport,IN,9.834510,78.093399
IXP,Pathankot Airport,IN,32.233611,75.634444
IXR,Birsa Munda Airport,IN,23.314301,85.321701
IXS,Silchar Airport,IN,24.912901,92.978699
IXU,Aurangabad Airport,IN,19.862875,75.396312
IXY,Kandla Airport,IN,23.112700,70.100304
IXZ,Veer Savarkar International Airport / INS Utkrosh,IN,11.640194,92.729020
IZA,Presidente Itamar Franco Airport,BR,-21.513086,-43.173069
IZO,Izumo Enmusubi Airport,JP,35.413601,132.889999
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,MX,16.445961,-95.093708
JAC,Jackson Hole Airport,US,43.607300,-110.737999
JAE,Shumba Airport,PE,-5.592480,-78.774002
JAF,Jaffna International Airport,LK,9.792330,80.070099
JAI,Jaipur International Airport,IN,26.824200,75.812202
JAN,Jackson-Medgar Wiley Evers International Airport,US,32.311199,-90.075897
JAU,Francisco Carle Airport,PE,-11.783100,-75.473396
JAV,Ilulissat Airport,GL,69.243202,-51.057098
JAX,Jacksonville International Airport,US,30.492469,-81.687813
JBB,Notohadinegoro Airport,ID,-8.242494,113.693476
JBK,Qitai Jiangbulake Airport,CN,44.166086,89.550140
JBQ,La Isabela International Airport,DO,18.572500,-69.985603
JBR,Jonesboro Municipal Airport,US,35.831699,-90.646400
JCH,Qasigiannguit Heliport,GL,68.822816,-51.173447
JCK,Julia Creek Airport,AU,-20.668301,141.723007
JCL,České Budějovice South Bohemian Airport,CZ,48.948171,14.428320
JCU,Ceuta Heliport,ES,35.892657,-5.306321
JDF,Francisco de Assis Airport,BR,-21.791482,-43.386072
JDH,Jodhpur Airport,IN,26.251101,73.048897
JDO,Orlando Bezerra de Menezes Airport,BR,-7.219320,-39.269096
JDZ,Jingdezhen Luojia Airport,CN,29.338600,117.176003
JED,King Abdulaziz International Airport,SA,21.680241,39.157436
JEE,Jérémie Airport,HT,18.663099,-74.170303
JEG,Aasiaat Airport,GL,68.721802,-52.784698
JEJ,Jeh Airport,MH,7.565350,168.962006
JER,Jersey Airport,JE,49.207901,-2.195510
JFK,John F. Kennedy International Airport,US,40.639447,-73.779317
JFR,Paamiut Airport,GL,62.014736,-49.670937
JGA,Jamnagar Airport,IN,22.465500,70.012604
JGB,Jagdalpur Airport,IN,19.074301,82.036797
JGD,Daxing'anling Elunchun Airport,CN,50.371389,124.117500
JGN,Jiayuguan International Airport,CN,39.859052,98.339344
JGO,Qeqertarsuaq Heliport,GL,69.251182,-53.514876
JGR,Kangilinnguit Heliport,GL,61.228960,-48.096980
JGS,Jinggangshan Airport,CN,26.856899,114.737000
JHB,Senai International Airport,MY,1.641310,103.669998
JHG,Xishuangbanna Gasa International Airport,CN,21.974648,100.762224
JHM,Kapalua Airport,US,20.962900,-156.673004
JHS,Sisimiut Airport,GL,66.951302,-53.729301
JIB,Djibouti-Ambouli Airport,DJ,11.547300,43.159500
JIC,Jinchang Jinchuan Airport,CN,38.542222,102.348333
JIJ,Gerad Wilwal International Airport,ET,9.331907,42.911811
JIK,Ikaria Airport,GR,37.682701,26.347099
JIM,Jimma Airport,ET,7.666090,36.816601
JIO,Jos Orno Imsula Airport,ID,-8.140683,127.909669
JIQ,Qianjiang Wulingshan Airport,CN,29.513333,108.831111
JIU,Jiujiang Lushan Airport,CN,29.476944,115.801111
JJD,Comandante Ariston Pessoa Airport,BR,-2.906425,-40.357338
JJG,Humberto Ghizzo Bortoluzzi Regional Airport,BR,-28.675300,-49.059600
JJM,Mulika Lodge Airport,KE,0.165083,38.195141
JJN,Quanzhou Jinjiang International Airport,CN,24.795855,118.588599
JJU,Qaqortoq Airport,GL,60.763830,-46.065001
JKG,Jönköping Airport,SE,57.757599,14.068700
JKH,Chios Island National Airport,GR,38.343201,26.140600
JKL,Kalymnos Airport,GR,36.963299,26.940599
JKR,Janakpur Airport,NP,26.708799,85.922401
JLG,Jalgaon Airport,IN,20.962678,75.627492
JLN,Joplin Regional Airport,US,37.151798,-94.498299
JLR,Jabalpur Airport,IN,23.177799,80.052002
JMJ,Lancang Jingmai Airport,CN,22.417733,99.784012
JMK,Mykonos Island National Airport,GR,37.435101,25.348101
JMO,Jomsom Airport,NP,28.780426,83.723000
JMS,Jamestown Regional Airport,US,46.929699,-98.678200
JMU,Jiamusi Songjiang International Airport,CN,46.842793,130.464260
JNB,O.R. Tambo International Airport,ZA,-26.140081,28.246801
JNG,Jining Da'an Airport,CN,35.647358,116.743269
JNH,Jiaxing Nanhu Airport,CN,30.698056,120.663056
JNN,Nanortalik Heliport,GL,60.141884,-45.232977
JNS,Narsaq Heliport,GL,60.917283,-46.059923
JNU,Juneau International Airport,US,58.354935,-134.574416
JNX,Naxos Island National Airport,GR,37.081100,25.368099
JNZ,Jinzhou Bay Airport,CN,40.936032,121.277114
JOE,Joensuu Airport,FI,62.658815,29.619398
JOG,Adisutjipto International Airport,ID,-7.788180,110.431999
JOI,Lauro Carneiro de Loyola Airport,BR,-26.224501,-48.797401
JOL,Jolo Airport,PH,6.053670,121.011002
JOS,Yakubu Gowon Airport,NG,9.639830,8.869050
JPA,Presidente Castro Pinto International Airport,BR,-7.148691,-34.950554
JPE,Nagib Demachki Airport,BR,-3.019798,-47.316474
JPR,Ji-Paraná Airport,BR,-10.870743,-61.846675
JQA,Qaarsut Airport,GL,70.734200,-52.696201
JRA,West 30th Street Heliport,US,40.755107,-74.006896
JRG,Jharsuguda Airport,IN,21.913500,84.050400
JRH,Jorhat Airport,IN,26.730456,94.175416
JRO,Kilimanjaro International Airport,TZ,-3.427049,37.073530
JSA,Jaisalmer Airport,IN,26.888700,70.864998
JSH,Sitia Airport,GR,35.216099,26.101299
JSI,Skiathos Island National Airport,GR,39.177101,23.503700
JSJ,Jiansanjiang Shidi Airport,CN,47.108248,132.657920
JSK,Jask Airport,IR,25.654757,57.801718
JSR,Jessore Airport,BD,23.183800,89.160797
JST,John Murtha Johnstown Cambria County Airport,US,40.316101,-78.833900
JSU,Maniitsoq Airport,GL,65.412498,-52.939400
JSY,Syros Airport,GR,37.422798,24.950899
JTC,Bauru/Arealva–Moussa Nakhal Tobias State Airport,BR,-22.160755,-49.070325
JTR,Santorini International Airport,GR,36.400045,25.478638
JTY,Astypalaia Airport,GR,36.579899,26.375799
JUB,Juba International Airport,SS,4.872010,31.601101
JUH,Chizhou Jiuhuashan Airport,CN,30.740300,117.685600
JUI,Juist Airport,DE,53.681421,7.056398
JUJ,Gobernador Horacio Guzman International Airport,AR,-24.392799,-65.097801
JUK,Ukkusissat Heliport,GL,71.049438,-51.890016
JUL,Inca Manco Capac International Airport,PE,-15.467689,-70.156530
JUM,Jumla Airport,NP,29.274200,82.193298
JUU,Nuugaatsiaq Heliport,GL,71.538769,-53.205038
JUV,Upernavik Airport,GL,72.790199,-56.130600
JUZ,Quzhou Airport,CN,28.966130,118.898793
JXA,Jixi Xingkaihu Airport,CN,45.293000,131.193000
JYV,Jyväskylä Airport,FI,62.399502,25.678301
JZH,Jiuzhai Huanglong Airport,CN,32.853333,103.682222
KAA,Kasama Airport,ZM,-10.210169,31.123045
KAB,Kariba Airport,ZW,-16.519800,28.885000
KAC,Qamishli International Airport,SY,37.020599,41.191399
KAD,Kaduna International Airport,NG,10.696000,7.320110
KAE,Kake Seaplane Base,US,56.973000,-133.945999
KAI,Kaieteur Airport,GY,5.177349,-59.488980
KAJ,Kajaani Airport,FI,64.285500,27.692400
KAL,Kaltag Airport,US,64.318640,-158.741970
KAN,Mallam Aminu Kano International Airport,NG,12.045613,8.523566
KAO,Kuusamo Airport,FI,65.987602,29.239401
KAT,Kaitaia Airport,NZ,-35.069837,173.287053
KAW,Kawthoung Airport,MM,10.049300,98.538002
KAX,Kalbarri Airport,AU,-27.692813,114.259169
KBC,Birch Creek Airport,US,66.274002,-145.824005
KBL,Kabul International Airport,AF,34.565899,69.212303
KBR,Sultan Ismail Petra Airport,MY,6.166850,102.292999
KBU,Gusti Syamsir Alam Airport,ID,-3.294796,116.163815
KBV,Krabi International Airport,TH,8.095591,98.988955
KCA,Kuqa Qiuci Airport,CN,41.677856,82.872917
KCC,Coffman Cove Seaplane Base,US,56.012586,-132.835093
KCG,Chignik Airport,US,56.311501,-158.373001
KCH,Kuching International Airport,MY,1.487364,110.352859
KCM,Kahramanmaraş Airport,TR,37.538826,36.953522
KCQ,Chignik Lake Airport,US,56.255001,-158.774994
KCT,Koggala Airport,LK,5.993680,80.320297
KCY,Krasnoyarsk Cheremshanka Airport,RU,56.177584,92.545881
KCZ,Kochi Ryoma Airport,JP,33.545217,133.670166
KDD,Khuzdar Airport,PK,27.790600,66.647301
KDH,Ahmad Shah Baba International Airport,AF,31.505769,65.847963
KDI,Haluoleo Airport,ID,-4.081610,122.417999
KDL,Kärdla Airport,EE,58.990799,22.830700
KDM,Kaadedhdhoo Airport,MV,0.488131,72.996902
KDO,Kadhdhoo Airport,MV,1.859170,73.521896
KDU,Skardu International Airport,PK,35.338660,75.538648
KDV,Vunisea Airport,FJ,-19.058100,178.156998
KDZ,Polgolla Reservoir Seaplane Base,LK,7.325100,80.642200
KEB,Nanwalek Airport,US,59.352100,-151.925003
KEF,Keflavik International Airport,IS,63.985001,-22.605600
KEH,Kenmore Air Harbor LLC Seaplane Base,US,47.754799,-122.259003
KEJ,Alexei Leonov Kemerovo International Airport,RU,55.270100,86.107201
KEM,Kemi-Tornio Airport,FI,65.778702,24.582100
KEP,Nepalgunj Airport,NP,28.103600,81.667000
KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692
KET,Kengtung Airport,MM,21.301600,99.636002
KEW,Keewaywin Airport,CA,52.991100,-92.836403
KFG,Kalkgurung Airport,AU,-17.431900,130.807999
KFP,False Pass Airport,US,54.847510,-163.407168
KFS,Kastamonu Airport,TR,41.314201,33.795799
KGA,Kananga Airport,CD,-5.900050,22.469200
KGC,Kingscote Airport,AU,-35.713902,137.520996
KGD,Khrabrovo Airport,RU,54.891610,20.598559
KGE,Kaghau Airport,SB,-7.330500,157.585000
KGF,Sary-Arka Airport,KZ,49.670799,73.334396
KGI,Kalgoorlie Boulder Airport,AU,-30.791543,121.464586
KGK,Koliganek Airport,US,59.726601,-157.259003
KGL,Kigali International Airport,RW,-1.968630,30.139500
KGP,Kogalym International Airport,RU,62.190399,74.533798
KGQ,Kangersuatsiaq Heliport,GL,72.381092,-55.536586
KGS,"Kos International Airport ""Ippokratis""",GR,36.794523,27.091150
KGT,Kangding Airport,CN,30.142464,101.738720
KGX,Grayling Airport,US,62.895187,-160.066289
KHD,Khoram Abad Airport,IR,33.435398,48.282902
KHG,Kashgar Laining International Airport,CN,39.542273,76.020230
KHH,Kaohsiung International Airport,TW,22.577101,120.349998
KHI,Jinnah International Airport,PK,24.906500,67.160797
KHK,Khark Airport,IR,29.260503,50.322193
KHM,Kanti Airport,MM,25.988300,95.674400
KHN,Nanchang Changbei International Airport,CN,28.864815,115.902710
KHS,Khasab Airport,OM,26.171000,56.240601
KHT,Khost International Airport,AF,33.284605,69.807340
KHV,Khabarovsk Novy Airport,RU,48.528338,135.188588
KHX,Savannah Airstrip,UG,-0.716500,29.699700
KHZ,Kauehi Airport,PF,-15.780622,-145.128443
KIE,Aropa Airport,PG,-6.305727,155.728249
KIF,Kingfisher Lake Airport,CA,53.012501,-89.855301
KIH,Kish International Airport,IR,26.525427,53.980462
KIJ,Niigata Airport,JP,37.954166,139.112189
KIK,Kirkuk International Airport,IQ,35.469501,44.348900
KIM,Kimberley Airport,ZA,-28.805401,24.764872
KIN,Norman Manley International Airport,JM,17.935699,-76.787498
KIO,Kili Airport,MH,5.643860,169.124586
KIR,Kerry Airport,IE,52.180901,-9.523780
KIS,Kisumu International Airport,KE,-0.086139,34.728901
KIT,Kithira Airport,GR,36.273978,23.016719
KIX,Kansai International Airport,JP,34.427299,135.244003
KJA,Krasnoyarsk International Airport,RU,56.175743,92.485788
KJB,Kurnool Airport,IN,15.716288,78.169230
KJH,Kaili Huangping Airport,CN,26.972000,107.988000
KJI,Burqin Kanas Airport,CN,48.222300,86.995900
KJT,Kertajati International Airport,ID,-6.647384,108.165561
KKA,Koyuk Alfred Adams Airport,US,64.939499,-161.154007
KKB,Kitoi Bay Seaplane Base,US,58.190899,-152.369995
KKC,Khon Kaen Airport,TH,16.466600,102.783997
KKE,Kerikeri Airport,NZ,-35.259148,173.913317
KKH,Kongiganak Airport,US,59.960800,-162.880997
KKI,Akiachak Airport,US,60.913809,-161.493329
KKJ,Kitakyushu Airport,JP,33.845901,131.035004
KKN,"Kirkenes Airport, Høybuktmoen",NO,69.725800,29.891300
KKR,Kaukura Airport,PF,-15.663300,-146.884995
KKS,Kashan Airport,IR,33.895302,51.577000
KKW,Kikwit Airport,CD,-5.035770,18.785601
KKX,Kikai Airport,JP,28.321301,129.927994
KLG,Kalskag Airport,US,61.536301,-160.341003
KLH,Kolhapur Airport,IN,16.664700,74.289398
KLN,Larsen Bay Airport,US,57.535160,-153.976455
KLO,Kalibo International Airport,PH,11.679400,122.375999
KLP,Seruyan Kuala Pembuang Airport,ID,-3.376062,112.536521
KLR,Kalmar Airport,SE,56.685501,16.287600
KLU,Klagenfurt Airport,AT,46.642502,14.337700
KLV,Karlovy Vary Airport,CZ,50.202999,12.915000
KLW,Klawock Airport,US,55.579201,-133.076004
KLX,Kalamata Airport,GR,37.068298,22.025499
KMA,Kerema Airport,PG,-7.963610,145.770996
KMC,King Khaled Military City Airport,SA,27.900900,45.528198
KME,Kamembe Airport,RW,-2.462240,28.907900
KMG,Kunming Changshui International Airport,CN,25.110313,102.936743
KMI,Miyazaki Airport,JP,31.877199,131.449005
KMJ,Kumamoto Airport,JP,32.837299,130.854996
KMN,Kamina City Airport,CD,-8.728878,24.991407
KMO,Manokotak Airport,US,58.932056,-158.901886
KMQ,Komatsu Airport / JASDF Komatsu Air Base,JP,36.393407,136.406895
KMS,Prempeh I International Airport,GH,6.714560,-1.590820
KMW,Kostroma Sokerkino Airport,RU,57.796902,41.019402
KMY,Moser Bay Seaplane Base,US,57.025600,-154.145996
KND,Kindu Airport,CD,-2.919180,25.915400
KNG,Utarom Airport,ID,-3.644600,133.695116
KNH,Kinmen Airport,TW,24.427900,118.359001
KNK,Kokhanok Airport,US,59.433248,-154.802170
KNO,Kualanamu International Airport,ID,3.637847,98.870566
KNQ,Koné Airport,NC,-21.053551,164.838768
KNS,King Island Airport,AU,-39.877499,143.878006
KNU,Kanpur Airport,IN,26.404301,80.410103
KNW,New Stuyahok Airport,US,59.451838,-157.373829
KNX,East Kimberley Regional (Kununurra) Airport,AU,-15.778100,128.707993
KOA,Ellison Onizuka Kona International Airport at Keāhole,US,19.738783,-156.045603
KOC,Koumac Airport,NC,-20.546323,164.255648
KOE,El Tari Airport,ID,-10.171600,123.670998
KOI,Kirkwall Airport,GB,58.957903,-2.905077
KOJ,Kagoshima Airport,JP,31.803400,130.718994
KOK,Kokkola-Pietarsaari Airport,FI,63.721199,23.143101
KOP,Nakhon Phanom Airport,TH,17.383801,104.642998
KOS,Sihanouk International Airport,KH,10.570557,103.632067
KOT,Kotlik Airport,US,63.030602,-163.533005
KOV,Kokshetau International Airport,KZ,53.329102,69.594597
KOW,Ganzhou Huangjin Airport,CN,25.853333,114.778889
KOY,Olga Bay Seaplane Base,US,57.161499,-154.229996
KOZ,Ouzinkie Airport,US,57.942094,-152.464314
KPB,Point Baker Seaplane Base,US,56.351898,-133.623001
KPN,Kipnuk Airport,US,59.931796,-164.028196
KPO,Pohang Airport (G-815/K-3),KR,35.987955,129.420383
KPR,Port Williams Seaplane Base,US,58.490101,-152.582001
KPV,Perryville Airport,US,55.906500,-159.160910
KPW,Keperveem Airport,RU,67.845001,166.139999
KPY,Port Bailey Seaplane Base,US,57.931257,-153.040838
KQA,Akutan Airport,US,54.144590,-165.604332
KQH,Kishangarh Airport Ajmer,IN,26.591007,74.812956
KQR,Karara Airport,AU,-29.217223,116.687154
KQT,Bokhtar International Airport,TJ,37.866315,68.864475
KRB,Karumba Airport,AU,-17.456699,140.830002
KRC,Departi Parbo Airport,ID,-2.094042,101.470250
KRE,Kirundo Airport,BI,-2.544772,30.094575
KRF,Kramfors-Sollefteå Höga Kusten Airport,SE,63.048599,17.768900
KRI,Kikori Airport,PG,-7.424380,144.250076
KRK,Kraków John Paul II International Airport,PL,50.077702,19.784800
KRL,Korla Licheng Airport,CN,41.614979,86.140817
KRN,Kiruna Airport,SE,67.821999,20.336800
KRO,Kurgan Airport,RU,55.475300,65.415604
KRP,Midtjyllands Airport / Air Base Karup,DK,56.297139,9.104311
KRR,Krasnodar Pashkovsky International Airport,RU,45.034465,39.174215
KRS,Kristiansand Airport,NO,58.204201,8.085370
KRT,Khartoum International Airport,SD,15.589500,32.553200
KRW,Turkmenbaşy International Airport,TM,40.062833,53.005085
KRY,Karamay Airport,CN,45.466550,84.952700
KSA,Kosrae International Airport,FM,5.356980,162.957993
KSC,Košice International Airport,SK,48.663101,21.241100
KSD,Karlstad Airport,SE,59.444698,13.337400
KSF,Kassel Airport,DE,51.418395,9.391638
KSH,Shahid Ashrafi Esfahani Airport,IR,34.345901,47.158100
KSJ,Kasos Airport,GR,35.421398,26.910000
KSL,Kassala Airport,SD,15.387500,36.328800
KSM,St Mary's Airport,US,62.060501,-163.302002
KSN,Kostanay International Airport,KZ,53.206902,63.550301
KSO,Kastoria National Airport Aristotle,GR,40.446301,21.282200
KSQ,Karshi Airport,UZ,38.802246,65.773068
KSR,Selayar - Haji Aroeppala Airport,ID,-6.179210,120.437479
KSU,"Kristiansund Airport, Kvernberget",NO,63.111801,7.824520
KSY,Kars Airport,TR,40.562199,43.115002
KSZ,Kotlas Airport,RU,61.235802,46.697498
KTA,Karratha Airport,AU,-20.712200,116.773003
KTB,Thorne Bay Seaplane Base,US,55.682762,-132.532883
KTD,Kitadaito Airport,JP,25.944700,131.326996
KTG,Rahadi Osman Airport,ID,-1.817165,109.963469
KTI,Techo International Airport,KH,11.359987,104.921272
KTM,Tribhuvan International Airport,NP,27.696600,85.359100
KTN,Ketchikan International Airport,US,55.355598,-131.714004
KTP,Tinson Pen Airport,JM,17.988600,-76.823799
KTS,Brevig Mission Airport,US,65.331826,-166.467848
KTT,Kittilä International Airport,FI,67.700996,24.846800
KTW,Katowice Wojciech Korfanty International Airport,PL,50.476015,19.080705
KUA,Kuantan Airport,MY,3.775390,103.209000
KUD,Kudat Airport,MY,6.924111,116.837068
KUF,Kurumoch International Airport,RU,53.504902,50.164299
KUG,Kubin Island Airport,AU,-10.226480,142.219619
KUH,Kushiro Airport,JP,43.041000,144.192993
KUK,Kasigluk Airport,US,60.872747,-162.524700
KUL,Kuala Lumpur International Airport,MY,2.745580,101.709999
KUM,Yakushima Airport,JP,30.385599,130.658997
KUN,Kaunas International Airport,LT,54.963965,24.085820
KUO,Kuopio Airport,FI,63.007099,27.797800
KUS,Kulusuk Airport,GL,65.573601,-37.123600
KUT,David the Builder Kutaisi International Airport,GE,42.177448,42.485353
KUU,Kullu Manali Airport,IN,31.876699,77.154404
KUV,Gunsan Airport / Gunsan Air Base,KR,35.903801,126.615997
KUZ,Kuummiut Heliport,GL,65.863935,-36.997919
KVA,Kavala Alexander the Great International Airport,GR,40.913300,24.619200
KVC,King Cove Airport,US,55.116299,-162.266006
KVG,Kavieng Airport,PG,-2.579400,150.807999
KVK,Kirovsk-Apatity Airport,RU,67.462851,33.585294
KVL,Kivalina Airport,US,67.734565,-164.559917
KVM,Markovo Airport,RU,64.665446,170.417626
KVO,Morava Airport,RS,43.817519,20.586662
KVX,Pobedilovo Airport,RU,58.503883,49.347831
KWA,Bucholz Army Air Field,MH,8.720120,167.731995
KWB,Dewadaru Airport,ID,-5.800910,110.478380
KWE,Guiyang Longdongbao International Airport,CN,26.541805,106.804020
KWI,Kuwait International Airport,KW,29.224487,47.969813
KWJ,Gwangju Airport,KR,35.123173,126.805444
KWK,Kwigillingok Airport,US,59.876499,-163.169005
KWL,Guilin Liangjiang International Airport,CN,25.219828,110.039553
KWM,Kowanyama Airport,AU,-15.485369,141.752572
KWN,Quinhagak Airport,US,59.755100,-161.845000
KWP,West Point Village Seaplane Base,US,57.770100,-153.548996
KWT,Kwethluk Airport,US,60.790298,-161.444000
KWZ,Kolwezi Airport,CD,-10.765900,25.505699
KXA,Kasaan Seaplane Base,US,55.537399,-132.397995
KXB,Sangia Nibandera Airport,ID,-4.338158,121.524047
KXF,Koro Island Airport,FJ,-17.345800,179.421997
